original,predicted,ix,wer,cer,num_tokens,num_chars,path,substitutions,insertions,deletions
सर्वेषां राजनीतिक दलानां नेतारः वर्धमानां सांप्रदायिक्हिंसाविषयं अभिलक्ष्य परिचर्चां वाञ्छन्ति ,सर्वेषाम् राजनीतिक जलानाम् नेतारः वर्धमानम् साम्प्रदायिकी हिंसा विषयम् अभिलक्ष्य परिचर्चाम् वाञ्छन्ति ,698,7,14,9,86,/home/holla/data/processed/NKN-2014-08-11-1810-0003.wav,5,2,0
पाकिस्तान् देशः अद्य अफ<unk>्गानिस्तानस्य हेरात् प्रान्ते भारतीयवाणिज्यदूतावासं अभिलक्ष्य आक्रमणस्य निन्दां कृतवान् ,पतितान् देशः अद्य कानि स्थानस्य वरात् प्रान्ते भारतीय वाणिज्ये दूतात् अभिलक्ष्य आक्रमणस्य निन्दाम् कृतवान् ,657,8,23,11,105,/home/holla/data/processed/MDV-2014-05-23-1810-0010.wav,5,3,0
प्रधान मंत्री नरेन्द्र मोदी अवादीत् यत् भारत भूटानयोः आर्थिक परिभावनां समेत्य बहुपक्षीयाः सम्बन्धाः विकासनीयाः ,प्रधानमन्त्रि नरेन्द्र मोदो अवादीत् यत् भारत भूता नयो आर्थिक परिभावम् समेत्य बहु पक्षाः सम्बन्धाः विकसन याः ,512,10,13,14,97,/home/holla/data/processed/BDS-2014-06-16-0655-0001.wav,6,3,1
अनन्तरं आपस्तंब सूत्रे विषयाः सङ्ग्रहरूपेण उच्यन्ते ,अनन्तरम् आपस्तम्बः सूत्रे विषयाः सङ्ग्रहरूपः उच्यन्ते ,650,3,7,6,46,/home/holla/data/processed/AAM-2010-07-11-0520-0022.wav,3,0,0
न तु उद्गयने वा पूर्वपक्षे वा अहसु वा अह्नि वा अथवा पुण्याहेषु वा कार्याणि इति ,न तु उदये वा पूर्वपक्षे अस्मान् वा अथवा पुण्यहेतुकाः कार्याणि ,317,8,19,15,64,/home/holla/data/processed/KAM-2010-07-20-0428-0056.wav,3,0,5
तथां ड तस्मात् कारणात् एते यज्ञाः अवश्यमनुष्ठेयाः नित्याः इति ,तथा तस्मात्कारणात् एते यज्ञाः अवश्यम् याः नित्याः इति ,794,6,7,9,53,/home/holla/data/processed/KAM-2010-07-20-0428-0034.wav,3,1,2
स्पर्धालुप्रत्याशिभिरत्रः अन्तिम क्षणं यावत् मतदातृन् अनुकूलयितुं द्रुतगतिकः पौनः पुनिकश्च प्रचारो विहितः ,प्रधान प्रत्याशा भित् अन्तिमः क्षणम् यावत् मतदातृ अनुकूलयितुम् गतिः पौनःपुनिकम् प्रकारो विहितः ,664,11,23,11,95,/home/holla/data/processed/DAJ-2014-05-06-0655-0007.wav,10,1,0
मतदानकेन्द्रेषु कतिपयहिंस्र धटनाः जाताः परञ्च आहत्य सर्वं मतदानं सुष्ठु सम्पन्नम् ,तदान केन्द्रेषु कतिपय हिंसा घटनाः जाताः परञ्च आहत्य सर्वम् मतदानम् सुष्ठु सम्पन्नम् ,902,7,8,10,72,/home/holla/data/processed/DAJ-2014-05-12-1810-0006.wav,5,2,0
केन्द्रीयान्वीक्षण विभागेन भारतीय जनता पार्टीति दलस्य नेतुः गोपीनाथ मुण्डे वर्यस्य हत्यायाः कार्यं स्वहस्ते ग्रहीतम् ,केन्द्र यान् वीक्ष्य विभागेन भारतीय जनता पाठयति जलस्य नेतुः गोपीनाथ मुण्डो वर्यस्य अत्ययः कार्यम् स्वस्य गृहीतम् ,960,10,19,14,103,/home/holla/data/processed/SUK-2014-06-16-1810-0006.wav,8,2,0
शारदालघु निवेशप्रवंचनाप्रकरणे प्रवर्तन निदेशालयेन अद्य बांग्ला चलचित्राभिनेत्री अपर्णा सेनः परिपृच्छ्यते ,शरदा लघु निवेशः प्रपन्ना प्रकरम् प्रवर्तने निदेशे अद्य मङ्गल चलचित्राणि नेत्री पर्णः परिपच्यते ,419,12,26,10,95,/home/holla/data/processed/NKN-2014-08-18-1810-0002.wav,9,3,0
जनपदस्य सर्वेषु षट्सु आरक्षि स्थात्राधीनक्षेत्रेषु विना केनापि शैथिल्येन संचाररोधादेशः प्रवर्तते ,जनपदस्य सर्वेषु षट्सु आलक्ष्य स्याद्धि क्षेत्रेषु विना केनापि शैथिल्यम् सञ्चार उदादेशः प्रवर्तते ,176,6,16,10,87,/home/holla/data/processed/DAJ-2014-07-27-1810-0005.wav,4,2,0
राजस्थान मुख्य मन्त्रि पदारूढा वसुन्धरा राजे अद्य राज्य विधान सभायाम् आय व्यय पत्रकं उपस्थापितवती ,राजास्थानम् मन्त्री पदा रुढा वसुन्धरा राज अद्य राज्ये विधानात् एव पत्रकम् स्थापितवती ,609,12,21,14,84,/home/holla/data/processed/SUK-2014-07-14-1810-0010.wav,10,0,2
प्रधान मन्त्री अब्रवीत् यत् शान्तिं अहिंसां च प्रति भारतस्य प्रतिबद्धता कस्माश्चिदपि सन्धेः उच्चतरा विद्यते ,प्रधानमन्त्रि अब्रवीत् यत् शान्तिम् अहिंसाम् च प्रति भारतस्य प्रतिबद्धः कस्याश्चित् अपि सन्धेः उत्तरा विद्यते ,906,8,13,14,94,/home/holla/data/processed/NKN-2014-09-02-1810-0001.wav,6,1,1
स्वीयभारत प्रवासावधौ चीनविदेशमन्त्री राष्ट्रपतिं प्रणवमुखर्जिनं मिलित्वा तेन साकं पारस्परिकान् हित विषयान् मन्त्रयिष्यति ,स्वीय भारत प्रावोचि विवेश मन्त्री राष्ट्रपति प्रणव मुख्यम् मिलित्वा तेन साकम् पारस्परिक हि विषयान् मन्त्रिषु ,306,12,25,12,109,/home/holla/data/processed/DAJ-2014-06-08-0655-0007.wav,9,3,0
शनिवासरे एकस्य बसयानस्य ट्रक् यानेन सह संघट्टनेन दुर्घटनायां अस्यां त्रयोदश जनाः कालग्रासी भूताः ,निवाते एकस्य वसनस्य खानेन सह सङ्घटनेन दुर्घटना याम् अस्याम् त्रयोदशे जनाः काल ग्रामे भूताः ,120,11,23,13,84,/home/holla/data/processed/DAJ-2014-05-12-1810-0012.wav,10,1,0
संसदः उभाभ्याम् अपि सदनाभ्याम् अद्य मङ्गल यानस्य सफ<unk>लतायै अन्तरिक्षवैज्ञानिकाः भृशम् अभिनन्दिताः ,सन्तः उभाभ्याम् अपि स नाभ्याम् अद्य मङ्गल हानस्य सफलता अन्तरिक्ष वैज्ञानिकाः भृशम् अभिनन्दितः ,745,8,13,11,90,/home/holla/data/processed/MDV-2014-11-25-1810-0010.wav,6,2,0
ब्लोग् इति सामाजिकवैद्युतान्तर्जाले जेटली महोदयेन लिखितं यत् कातरैः जनैः संवैधानिक पदस्य महत्वं न्यूनिकर्तुं शक्यते ,म्लौ इति सामाजिक वर्तन्त जाले जयति महोदय लिखितम् यत् कातरे जनैः संविधान पदस्य महत्वम् न्यूना कर्तुम् शक्यते ,513,12,29,14,102,/home/holla/data/processed/NKN-2014-05-08-1810-0006.wav,9,3,0
अत्र तदनुष्ठातुं यत प्रवुत्तिरिति भगवताः चैतन्यस्य प्रभावात् एतज्जातं प प्राणादिकं जातम् ,अत्र तदनुष्ठितम् प्रवृत्तिरिति भगवतः चेतन्यस्य प्रभावात् जातम् प्रायिकम् जातम् ,356,8,19,11,78,/home/holla/data/processed/ANA-2010-07-20-0216-0226.wav,6,0,2
रेल्विभागो बिहारे नवदेहलीडिब्रूगढराजधानीद्रुतगामिरेल् यानस्य दुर्घटनां सुरक्षायुक्तद्वारान्वीक्षितुम् आदिशत् ,रे विभागो विहारे नव देहली ब्रूड राजधानी तत्काले यान् दुर्घटना सुरक्षा युक्त द्वारा वीक्षितुम् आदिशत् ,538,14,23,7,102,/home/holla/data/processed/BDS-2014-06-26-0655-0003.wav,6,8,0
भारतंबांग्लादेशेन सम्भूय देशद्वयस्य मध्ये व्यापारं शुल्कमुक्तं नियतांशमुक्तं च विधातुं कार्याण्याचरिष्यति ,भारतम् बाह्या देशेन सम्भूय देश द्वयस्य मध्ये व्यापारम् शुल्कम् तम् नियताम् मुक्तम् च विधातुम् कार्याणि आचरिष्यामि ,466,13,22,10,96,/home/holla/data/processed/BDS-2014-06-27-1810-0009.wav,7,6,0
ततः मथित्वा मन्त्रेण अग्निं आविर्भः उहु अग्निः आविर्भूतः तस्मिन्नग्नौ वेदमन्त्रपूर्वकं हविः हूयते सः यज्ञः इति ,अतः हित्वा मन्त्रेण अग्निम् आगत अग्निः यावद् भूतः तस्मिन् नौ वेदमन्त्रैः ज्ञाने ,655,13,42,15,96,/home/holla/data/processed/ANA-2010-07-20-0216-0221.wav,10,0,3
तयैतत् आशास्तं यत् भावि प्रशासनं राष्ट्रस्य ऐक्याखण्डतयोः कृते न किञ्चिदपि सामञ्जस्यं विधास्यति ,तदेतत् अशान्तम् यत् भावि प्रशासनम् राष्ट्रस्य ऐक्य खण्ड तयोः कृते न किञ्चिदपि सामान्यस्य विधास्यामि ,378,8,15,12,84,/home/holla/data/processed/DAJ-2014-05-17-0655-0010.wav,6,2,0
उपान्त्यचक्रे साइना चीन देशीयां लियूशिनं श्रीकान्तश्च जर्मनीदेशीयं मार्कज्विब्लरं च पराजितवन्तौ ,उपास्त चक्रे सनातनः दशाम् लोचनम् श्री कान्तैश्च जर्मनी देशम् मार्ग ज्वलनम् च पराजितवतः ,953,12,34,10,86,/home/holla/data/processed/MDV-2014-11-15-1810-0012.wav,9,3,0
अपरस्यां स्पर्धायां चेन्नईसुपर्किंग्स्दलेन स्वीयाष्टक्रीडकाणां सुरक्षा पूर्वकं र<unk>यल्चैलेन्जर्स्बेंगलूरुदलं पराजितम् ,परस्याम् स्पर्धायाम् चिह्नैः सुप्तम् जलेन स्यात् क्रीडकानाम् सुरक्षा पूर्वकम् रोचन्त बन्धुरम् पराजितम् ,812,10,51,8,112,/home/holla/data/processed/MGV-2014-05-25-0655-0007.wav,6,4,0
प्रधान् मन्त्री श्री नरेन्द्र मोदी महाभागः अन्ताराष्ट्रिय योगदिवसायोजनम् अभिलक्ष्य सर्वसाधरणणां सम्मर्शान् आमन्त्रयति ,प्रधानमन्त्री श्री नरेन्द्र मोदो महाभाग अन्ताराष्ट्रिय योग दिवसः योजनम् अभिलक्ष्य सर्व साधनम् सहर्षम् आमन्त्रितः ,24,11,17,12,106,/home/holla/data/processed/MDV-2015-01-20-1810-0007.wav,7,3,1
हरियाणाराज्ये अद्य पञ्चाशत् स्थलेषु स्थापितेषु नवतिकेन्द्रेषु मतगणना कार्यं अनुष्ठास्यते ,हरियाणा राज्ये अद्य पञ्चाशत् स्थलेषु स्थितेषु नवति केन्द्रेषु मत् गणना कार्यम् अनुष्ठास्यति ,850,9,6,9,80,/home/holla/data/processed/SDS-2014-10-18-0655-0007.wav,6,3,0
इदं हि गत दिने ढाकायां प्रवास निरतेन भारतीयविदेश मन्त्रिणा बांग्लादेशीयविदेश मन्त्रिणा सार्धं सम्भाषणावसरे प्रोक्तम् ,इदम् हि गत दिने धारायाम् प्रवासि तेन भारतीय विवेश मन्त्रिणः बाला देशीय विवेश मन्त्रिणः सार्धम् सम्भाषणावसरे प्रोक्तम् ,823,12,17,14,103,/home/holla/data/processed/DAJ-2014-06-27-0655-0009.wav,9,3,0
नवदिल्ल्यां वार्ताहरैः सम्भाषमाणो दल नेता पी चिदम्बरम् न्यगादीत् यत् निर्वाचनायोग विरोधो अपि भारतिये भाजपा दलीये आचरणमेतस्य नैराश्यं प्रकटयत् ,यदीयेति जनता संयुक्त वर्गे निर्वाचन योग विरोधि भाजनम् विरोधः चरणम् दर्भान् पूर्णम् अन्यम् च वर्णितम् ,498,18,93,18,124,/home/holla/data/processed/NKN-2014-05-08-1810-0008.wav,15,0,3
प्रतिबन्धादेशान् परुषतया अनुपालयितुं राज्यस्य मुख्य सचिवेन जावेद्उस्मानीवरेण अधिकारिणो निर्दिष्टाः ,प्रतिबन्धः देशान् परुषेतरा अनुपानम् राज्यस्य मुख्यः शिवेन यावत् उत्तमानि वरेण अधिकारिणः निर्विष्टाः ,753,11,19,9,90,/home/holla/data/processed/MGV-2014-05-15-1810-0006.wav,8,3,0
निर्वाचनायोगो नरेन्द्रमोदिनो भिभाषणस्य वेदिकायाः पृष्ठ भागस्य च विवरणं जनपदाधिकारिभिः प्रदातुं निरदिशत् ,निर्वाचन योगो नरेन्द्र मनोऽपि भारस्य वेदिकायाः पृष्टस्य च विवरणम् जनपदाधिपा रविः प्रदातुम् निर्दिशति ,293,12,21,11,93,/home/holla/data/processed/DAJ-2014-05-06-0655-0001.wav,10,2,0
अनाग्निहोत्रितायाः उपपातक गणे पाठश्च कुतः अतः एते यज्ञाः नित्याः इति ,अनन्तरायाः पपात गणे पादश्च कृतः अतः एते यज्ञाः नित्याः इति ,446,4,13,10,59,/home/holla/data/processed/KAM-2010-07-20-0428-0036.wav,4,0,0
सद्यः आपस्तंब सूत्राणां परिचयः कार्यते ,सद्यः आपस्तम्बः सूत्राणाम् परिचयः कार्यते ,323,2,5,5,34,/home/holla/data/processed/AAM-2010-07-11-0520-0027.wav,2,0,0
गृह मन्त्री निगदति यद्देशस्य वाम वर्गीयचरमपन्थिनां समस्यासमाधानार्थं प्रशासनं सन्तोलितां प्रवृत्तिम् अङ्गीकरोति ,गृहे मन्त्रि निनदति यद्देशस्य वा वर्गे चरम बन्धिनाम् समस्या समाना नार्तम् प्रशासनम् सन्तो ताम् प्रवृत्तिम् अङ्गीकरोति ,386,13,20,11,101,/home/holla/data/processed/BDS-2014-06-27-1810-0002.wav,8,5,0
पञ्चाबारक्षिबलेन तिस्रः महिलाः समेत्य सप्त अफ<unk>्गानिस्तानशरणार्थिनः छद्मव्यवहारार्थं निगृहीताः सन्ति ,पञ्चवर्ष बलेन तिस्रः महिलाः समेत्य सप्त अहानि स्थान शरणार्थिनः सद्म व्यवहारार्थम् निगृहीतः सन्ति ,509,8,18,9,95,/home/holla/data/processed/NKN-2014-09-03-1810-0003.wav,4,4,0
ध्येयमस्ति यत् पालेन कतिपयदिवस पूर्वं महिलाः विरुद्ध्य विवादग्रस्तानि वचनानि उदीरितानि आसन् ,भयमस्ति यत् कालेन कतिपय दिवसः पूर्वम् महिला विरुध्य विवादम् स्थाने वचनानि उदितानि आसन् ,426,10,17,11,81,/home/holla/data/processed/DAJ-2014-07-29-1810-0027.wav,8,2,0
उत्तरप्रदेशशासनं बदायूजनपदे किशोर्योः सामूहिकबलात्कृतिहत्याप्रकरणस्य अन्वीक्षणं केन्द्रीयान्वीक्षणाभिकरणेन विधातुं निरणैषीत् ,उत्तरप्रदेशे शासनम् वद जनपदे किशोराः सामूहिक बलात्कृत्य क्यप् करणस्य अनवेक्षणम् केन्द्र यान् वक्ष्यामि करणेन विधातुम् निरणैषीत् ,261,15,26,8,117,/home/holla/data/processed/DAJ-2014-06-01-0655-0016.wav,7,8,0
लोकसभा अद्य एतद् वर्षीयं भारतीयदूरसंचारनियामकप्राधिकरणपरिष्कार विधेयकं ध्वनिमतेन अभ्युपागच्छत् ,लोक सभा अद्य एतद् वर्षीयम् भारत दूरे सञ्चार नियमः प्रतिकर्म परिष्कार विधेयम् ध्वनिम् अभ्युपागमन् ,4,12,22,8,87,/home/holla/data/processed/SUK-2014-07-14-1810-0004.wav,6,6,0
अतः पु पूर्वं तत् उत्पन्नं ङ तथ अत्रापि सृष्टिक्रमे आवे हिरन्य प्राणयवेवि हिरन् विराजः सृष्टिः ,अतः पूर्वम् तदपि तथा अत्रापि सृष्टि क्रमे हरम् प्रविराजति ,98,13,38,15,80,/home/holla/data/processed/ANA-2010-07-20-0216-0184.wav,7,0,6
ततः अव्याकृतं व्याकृतं वा यत्किञ्चिय् उपनिदृश्यते तत् यद्यपि मायारूपं वा तत् विषयः भिन्नः ,ततः अव्याकृतम् व्यापृतम् यत्किञ्चित् उपरि दृश्यते तत् यद्यपि यामात् तद्विषया विना ,561,10,22,13,77,/home/holla/data/processed/ANA-2010-07-20-0216-0154.wav,8,0,2
ऋतुविभागेन विज्ञापितं यत् केरले राज्य ततः प्राक् तमिलनाडुराज्यस्य कतिपय भागेषु प्रावृटः आगमनाय स्थितिः अनुकूला दृश्यते ,स्त्री तु विभागेन विज्ञापित यत् किम् राज्ये ततः प्राप्तम् नाडु राज्यस्य कतिपय भागेषु प्रावृष आगमनाय स्थितिः अनुकूला दृश्यते ,366,10,17,15,104,/home/holla/data/processed/BDS-2014-06-05-0655-0011.wav,7,3,0
वित्त मन्त्री अद्य अब्रवीत् यत् प्रशासनम् अर्थ व्यवस्थायाः पुनरूज्जीवनार्थं सार्वजनिक् क्षेत्रेषु विनिवेशं विवर्धयितुं विचारयति ,वित्त मन्त्री अद्य अब्रवीत् यत् प्रशासनम् अर्थ व्यवस्थायाः पुनरुज्जीवनावकाशः क्षेत्रेषु निविवेद विवर्धयितुम् विचारयति ,921,4,20,14,114,/home/holla/data/processed/NKN-2014-11-09-1810-0003.wav,3,0,1
जनपदप्रशासनेन आपत् संरक्षणार्थं आपत् रक्षणार्थं प्राशासनिककार्यालयाः अपि सावहितीकृताः ,जनपदप्रशासनेन आत् सङ्क्रान्तम् आत् रक्षणार्थम् प्रशासन कार्यालयः अपि सहितः कृताः ,7,8,19,8,78,/home/holla/data/processed/DAJ-2014-05-12-1810-0018.wav,6,2,0
तथापि लोके याकाचित् क्रिया दृश्यते यत्किञ्चिद्वा कर्म सर्वत्रापि अग्नौ सोमः हूयते ,तथापि लोके या काचित् क्रिया दृश्यते यत्किञ्चित् वा कर्म सर्वत्रापि अग्नौ सोमः हूयते ,41,4,1,11,71,/home/holla/data/processed/ANA-2010-07-20-0216-0223.wav,2,2,0
एवं प्राणादग्निर्जातः इत्यत्र कथमे क्रियया अग्निर्जातः प्राणः शक्त्यात्मकः ,एवम् प्राणा अग्निः जातः इत्यत्र कथम् क्रियया अग्निः जातः प्राणः अशक्यात् कः ,258,9,12,8,67,/home/holla/data/processed/ANA-2010-07-20-0216-0197.wav,5,4,0
नित्याः इत्युक्ते नियत प्रदोष कालीन जीवन निमित्तकाः इत्यर्थः ,नित्याः इत्युक्ते यत्र कालेन जीवन निमित्त इत्यर्थः ,64,4,10,8,53,/home/holla/data/processed/KAM-2010-07-20-0428-0020.wav,3,0,1
उपद्रवग्रस्ते इराके समवरुद्धानां भारतीयानां स्वदेशप्रत्यानयनकर्म सम्प्रति जवीयसा गत्या प्रवर्तते ,उपद्रवः ग्रन्थे रागे संवर्धनम् भारतीयानाम् स्वदेशम् रत्या नयन कर्म सम्प्रति वयसा गत्या प्रवर्तते ,384,10,16,9,88,/home/holla/data/processed/DAJ-2014-07-06-0655-0001.wav,6,4,0
सेनाध्यक्षः जनरल् दल्बीरसिंहसुहागः तस्मै कुसुमाञ्ज्लीन् समर्प्य तस्य भार्यां बालान् च अमिलत् ,अध्यक्षः चन्द्र सिंहाः तस्मै कुसुमानि समर्प्य तस्य भारम् बालान् च अमिलत् ,82,5,25,11,82,/home/holla/data/processed/MDV-2015-01-26-1810-0010.wav,5,0,0
अमेरिका देशे न्यूयोर्क्न्यायालयेन अबूहंसाइतिउग्र मुस्लिमोपदेशकः आतङ्कसमर्थनार्थं दोषी प्रमाणितः ,अमेरिकादेशे नियोग न्यायालये अभिहता इति उग्रः मुस्लिम देशः आतङ्कवादः समर्थनार्थम् दोषः प्रमाणेन ,558,12,26,8,88,/home/holla/data/processed/BDS-2014-05-20-0655-0003.wav,8,4,0
महाराष्ट्र राज्ये पुणे जनपदे मालिनग्रामे अतिवृष्टि कारणात् संजातभूस्खलनात् इदानीं यावत् त्रयोविंशतिः जनाः मृताः ,महाराष्ट्रे राज्ये पुणे जनपदे मलिना ग्रामे अत वृष्टि कारणात् सञ्जात भास्करात् इदानीम् यावत् त्रयोविंशति जनाः मृताः ,141,9,13,13,99,/home/holla/data/processed/DAJ-2014-07-31-1810-0001.wav,6,3,0
अपि च राष्ट्रपतिः विशिष्टशौर्यसेवार्थं पञ्च पञ्चाशतः प्रतिरक्षा कर्मिकान् शौर्य पुरस्कारैः सभाजितवान् ,अपि च राष्ट्रपतिः विशिष्ट शौर्ये सेवार्थम् पञ्च पञ्चाशतः प्रतिरक्षा कार्मिकाः शौर्ये पुरस्कारः साधितवान् ,579,7,10,11,91,/home/holla/data/processed/BDS-2014-05-02-1810-0003.wav,5,2,0
तत्रासौ विएतनामदेशमन्त् विदेश मन्त्रिणा अन्यैश्च वरिष्ठैः नेतृभिः समम् उभयपाक्षिकसम्भाषणानि अनुष्ठास्यति ,तत्र सौम्यताम् देशम् विवेश मन्त्रिणः अन्यश्च वसिष्ठेन त्रिभिः समम् उभयपक्षस्य भाष्याणि अनुष्ठास्यति ,610,10,27,10,95,/home/holla/data/processed/NKN-2014-08-24-0655-0008.wav,8,2,0
राजसूय सभायां श्रीकृष्णः पुरुषमचर्चिकानां मध्ये इन्द्रः इव अशोभत ,राजस्य सभायाम् श्रीकृष्णः पुरुष चर्चाम् मध्ये इन्द्रः इव अशोभत ,182,4,9,8,57,/home/holla/data/processed/VP1-2015-04-10-1200-0018.wav,3,1,0
यानि गृह्यानि कर्माणि सन्ति तानि उदगयने पूर्वपक्षे अहस्सु पुण्याहेस्शु कार्याणि ,यानि गृहाणि कर्माणि सन्ति तानि उदये पूर्वपक्षे अस्तु पुण्यानि कार्ये ,290,5,16,10,70,/home/holla/data/processed/KAM-2010-07-20-0428-0053.wav,5,0,0
श्री सिंहस्य दिल्ल्याम् आर्मीहोस्पिटलइति चिकित्सालये अधुना जीवनसहायिप्रणाल्याम् आश्रितो वर्तते ,श्री सिंहस्य दिव्याम् कर्मे हस्तम् इति चिकित्सालये अधुना जीवनस्य प्रायम् आश्रितः वर्तते ,854,7,18,9,86,/home/holla/data/processed/MDV-2014-08-09-1810-0012.wav,4,3,0
प्रधान मन्त्रिणः तस्य च मन्त्रि मण्डलस्य सौप्रस्थानिकसम्माने क<unk>न्ग्रेस्दलाध्यक्षया ह्यः रात्रि भोजः समायोजितः ,प्रधानमन्त्रिणः तस्य च मन्त्रिमण्डलस्य प्रास्थानिकम् माने कङ्कस्य क्षयः ह्यः रात्रिः भोजः समा योजितः ,274,10,21,12,102,/home/holla/data/processed/PKM-2014-05-15-0655-0003.wav,7,2,1
अवशिष्टानां एक चत्वारिंशतः संसदीयासनानां कृते अन्तिमे चरणे मासे अस्मिन् द्वादशे दिनांके छन्दाकलनं भविता ,अवशिष्टाम् एक चत्वारिंशत् संसदि आसनानाम् कृते अन्तिमे चरणेन मासे अस्मिन् द्वादशे दिनाङ्के छन्दः करणम् भविता ,808,8,17,13,91,/home/holla/data/processed/BDS-2014-05-02-1810-0009.wav,6,2,0
नागर सेवापरीक्षाणाम् अनुष्ठान प्रक्रियायां कथंकारमपि तात्कालिकपरिवर्तनं प्रशासनेन प्रत्याख्यातम् ,नगर सेवा परीक्षाम् अनुष्ठान प्रक्रियायाम् कथम् कामपि तत्काल परिवर्तनम् प्रशासनेन प्रत्याख्यातुम् ,716,9,14,8,89,/home/holla/data/processed/MGV-2014-08-07-1810-0001.wav,6,3,0
श्रीमता नायडू वर्येण निगदितं यत् मोदिप्रशासनम् अवैध धनप्रकरणस्य राजनीतिकीकरणं विधातुं नैव वाञ्छति ,श्रीमतः नाडु वर्येण निगदिताः यत् मौनी प्रशासनम् अवधान प्रकरणम् राजनीतिक करणम् विधातुम् नैव वाञ्छति ,102,10,17,12,86,/home/holla/data/processed/MDV-2014-10-30-1810-0007.wav,8,2,0
असम राज्ये बोडोलैण्ड्एरिया जनपदे दुरापन्नेषु हिंस घटना क्रमेषु मृतानां संख्या एकादशमिता जाता ,असमराज्ये वलन् वर्या जनपदे दुर्गेषु हंस घटना क्रमेण मृतानाम् सङ्ख्या एकादशम् ता जाता ,79,10,22,12,81,/home/holla/data/processed/BDS-2014-05-02-1810-0001.wav,9,1,0
प्रशासनं कृषकाणां कृते प्रत्यायितम् आयजातं प्रावधातुं कृषागोपयोजनायः पुनः प्रारंभं विचारयति ,प्रशासनम् कृषकाणाम् कृते प्रत्ययिनम् आयातम् प्रादात् कस्यापि योजनायाः पुनः प्रारम्भम् विचारयति ,96,8,24,10,82,/home/holla/data/processed/BDS-2014-05-29-0655-0003.wav,7,1,0
सेनाध्यक्षो जनरल्दलबीरसिंहसुहागः जम्मू कश्मीरे अनुवर्तमानां जल विप्लव स्थितिं समैक्षत ,सेना अध्यक्षः जन्म सिंह सुभगः मुक्ति अनुवर्तमानाः जल विक्लवः स्थितिम् समीक्षते ,920,10,27,9,77,/home/holla/data/processed/MDV-2014-09-10-1810-0005.wav,8,2,0
कथं एतत्जा इते कथमेतत् इत्युक्ते न च नक्तं श्राद्धं कुर्वीत इति विधानात् ,कथम् ज्ञायते कथमेतत् इत्युक्ते न च न तम् श्राद्धम् कुर्वीत इति विधानात् ,757,6,12,12,61,/home/holla/data/processed/KAM-2010-07-20-0428-0116.wav,4,1,1
अस्य अपवादः अस्य ये मह अन्यत्र विद्यतेति द्वितीय सूत्रेण सूत्रकारः दर्शयन् अस्ति ,अस्य अपवादः अस्य नियमः अन्यत्र विद्यते इति द्वितीय सूत्रेण सूत्रकारैः दर्शयन् अस्ति ,360,5,6,12,69,/home/holla/data/processed/KAM-2010-07-20-0428-0097.wav,5,0,0
परंच पूर्वघोषणानुसारि नगरस्य अम्बालाराजमार्गक्षेत्रात् संचाररोधाः यथावत् प्रवर्तिष्यते ,परञ्च पूर्व घोषणा अनुसारि नगरस्य अम्बा राजमार्गः क्षेत्रम् सञ्चार रोधः यथावत् प्रवर्तिष्यते ,901,9,11,7,80,/home/holla/data/processed/DAJ-2014-07-29-1810-0011.wav,4,5,0
अत्रावसरे असौ ग्रामीणैः समम् अभाषत् तान् एतं ग्रामम् आदर्श ग्रामत्वेन प्रतिष्ठापयितुं च प्रतिश्रुतवान् ,अत्रास्ति असौ ग्रामीणः समम् अभाषत तान् एतम् ग्रामम् आदर्श ग्रामात् न प्रतिष्ठापयितुम् च प्रति श्रुतवान् ,346,9,13,13,90,/home/holla/data/processed/MDV-2014-11-15-1810-0011.wav,7,2,0
अत्र श्रुतिविहितानां कर्मणां तावत् अ एकाशाखाध्ययते किं केन कथमिति परिपूर्णं न भवति ,अत्र श्रुति वितानम् कर्मणाम् तावत् एकादशाध्याये किम् केन कथमिति परिपूर्णम् अभवत् ,168,9,18,12,71,/home/holla/data/processed/ANA-2010-07-20-0216-0087.wav,8,0,1
उत्तरप्रदेशे श्वः लोकसभानिर्वाचनानां मतगणनादिवसे विजययात्राणाम् आयोजनं निर्वाचनायोगेन प्रतिषिद्धम् ,उत्तरप्रदेशे सः लोक सभा निर्वचनम् गणना दिवसे विजय यात्राणाम् योजनम् निर्वाचन योगेन प्रतिषिद्धम् ,692,11,13,8,91,/home/holla/data/processed/MGV-2014-05-15-1810-0005.wav,6,5,0
श्रीकृष्णे वैकुण्ठं प्रस्थिते वृष्णीनां मुसलामुसलि युद्धं प्रवृत्तम् ,श्रीकृष्णः वैकुण्ठम् प्रस्थिते दृष्टीनाम् मुसल्मान् युद्धम् प्रवृत्तम् ,296,5,14,7,62,/home/holla/data/processed/VP1-2015-04-10-1200-0015.wav,5,0,0
स विराड्पुरुषादेव सर्वाः देवताः स सर्वे लोकाः सर्वाय सर्वेप्राणिनः जाता इति सामन्यत वचनम् ,विराट् महादेव सर्वाः देवताः सर्वे लोकाः सर्वाः सर्वे प्राणिनः जाता इति सामान्यतः वचनम् ,338,7,11,13,77,/home/holla/data/processed/ANA-2010-07-20-0216-0186.wav,5,1,1
